typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
82482,4726,Caronal Fade - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26336,None,0
82484,4726,Terminus Plate - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26337,None,0
82485,4726,Four from One - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26138,None,0
82486,4726,Failing Fifth - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26338,None,0
82487,4726,Checkered Divide - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26339,None,0
82488,4726,Doppler Approach - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26340,None,0
82489,4726,Illusionary Tiger - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26341,None,0
82490,4726,Wing of the Fallen - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26342,None,0
82491,4726,Squared Off - Unlimited,"A license for the unlimited use of a pattern in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this pattern license has not been bound, allowing for its unlimited use. However, every time you sequence a design using this pattern you must provide <a href=showinfo:81348>Alignment Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3633,26343,None,0
82492,4768,Minor Threat Detection Array 3,"Detecting combat anomalies containing hostiles of modest strength, this array is ideal for giving up-and-coming combat pilots a way to prove their worth.
This variant detects new anomalies faster than the base and upgraded versions.",1000.0000000000,60000.0000000000,0E-10,1,None,50000000.0000,1,1284,26734,None,0
82493,4768,Placeholder Sov Hub Upgrade 1,,1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,0,None,3951,None,0
82494,4768,Placeholder Sov Hub Upgrade 2,,1000.0000000000,20000.0000000000,0E-10,1,None,50000000.0000,0,None,3951,None,0
82495,4768,Placeholder Sov Hub Upgrade 3,"This array identifies pirate anomalies for combat pilots with various levels of experience.
This variant detects new anomalies faster than the base and upgraded versions.",1000.0000000000,60000.0000000000,0E-10,1,None,50000000.0000,0,None,3951,None,0
82496,4768,Major Threat Detection Array 1,"This array detects combat anomalies that contain some of the toughest hostiles in null security space, making it an excellent sovereignty hub upgrade for experienced combat pilots.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1284,26729,None,0
82497,4768,Major Threat Detection Array 2,"This array detects combat anomalies that contain some of the toughest hostiles in null security space, making it an excellent sovereignty hub upgrade for experienced combat pilots.
This variant has a faster detection capability for new anomalies compared to its base version.",1000.0000000000,20000.0000000000,0E-10,1,None,50000000.0000,1,1284,26730,None,0
82498,4768,Major Threat Detection Array 3,"This array detects combat anomalies that contain some of the toughest hostiles in null security space, making it an excellent sovereignty hub upgrade for experienced combat pilots.
This variant detects new anomalies faster than the base and upgraded versions.",1000.0000000000,60000.0000000000,0E-10,1,None,50000000.0000,1,1284,26731,None,0
82499,4768,Minor Threat Detection Array 1,"Detecting combat anomalies containing hostiles of modest strength, this array is ideal for giving up-and-coming combat pilots a way to prove their worth.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1284,26732,None,0
82500,4768,Minor Threat Detection Array 2,"Detecting combat anomalies containing hostiles of modest strength, this array is ideal for giving up-and-coming combat pilots a way to prove their worth.
This variant has a faster detection capability for new anomalies compared to its base version.",1000.0000000000,20000.0000000000,0E-10,1,None,50000000.0000,1,1284,26733,None,0
82501,1317,Major Threat Detection Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,290000000.0000,1,2016,26729,None,0
82502,1317,Major Threat Detection Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1150000000.0000,1,2016,26730,None,0
82503,1317,Major Threat Detection Array 3 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1725000000.0000,1,2016,26731,None,0
82504,1317,Minor Threat Detection Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,290000000.0000,1,2016,26732,None,0
82505,1317,Minor Threat Detection Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1150000000.0000,1,2016,26733,None,0
82506,1317,Minor Threat Detection Array 3 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1725000000.0000,1,2016,26734,None,0
82507,1317,Placeholder Sov Hub Upgrade 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,290000000.0000,0,None,3951,None,0
82508,1317,Placeholder Sov Hub Upgrade 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1150000000.0000,0,None,3951,None,0
82509,1317,Placeholder Sov Hub Upgrade 3 Blueprint,,0E-10,0.0100000000,0E-10,1,4,1725000000.0000,0,None,3951,None,0
82579,4768,Tritanium Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:34>tritanium</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26735,None,0
82580,4768,Isogen Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:37>isogen</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26745,None,0
82581,4768,Isogen Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:37>isogen</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26744,None,0
82582,4768,Nocxium Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:38>nocxium</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26748,None,0
82583,4768,Nocxium Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:38>nocxium</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26747,None,0
82584,4768,Zydrine Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:39>zydrine</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26751,None,0
82585,4768,Zydrine Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:39>zydrine</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26750,None,0
82586,4768,Megacyte Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:40>megacyte</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26754,None,0
82587,4768,Megacyte Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:40>megacyte</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26753,None,0
82588,4768,Pyerite Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:35>pyerite</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26739,None,0
82589,4768,Pyerite Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:35>pyerite</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26738,None,0
82590,4768,Mexallon Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:36>mexallon</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26742,None,0
82591,4768,Mexallon Prospecting Array 1,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:36>mexallon</a>-rich asteroids belts.

This variant will discover smaller asteroid belts at a significantly faster rate, suitable for smaller groups of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,50000000.0000,1,1283,26741,None,0
82592,4768,Tritanium Prospecting Array 2,"This array locates additional ore resources in a system, prioritizing <a href=showinfo:34>tritanium</a>-rich asteroids belts.

This variant will discover significantly larger asteroid belts at a slower rate, suitable for larger fleets of miners.",1000.0000000000,5000.0000000000,0E-10,1,None,100000000.0000,1,1283,26736,None,0
82594,1317,Megacyte Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26753,None,0
82595,1317,Megacyte Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26754,None,0
82596,1317,Zydrine Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26750,None,0
82597,1317,Zydrine Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26751,None,0
82598,1317,Nocxium Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26747,None,0
82599,1317,Nocxium Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26748,None,0
82600,1317,Isogen Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26744,None,0
82601,1317,Isogen Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26745,None,0
82602,1317,Mexallon Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26741,None,0
82603,1317,Mexallon Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26742,None,0
82604,1317,Pyerite Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26738,None,0
82605,1317,Pyerite Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26739,None,0
82606,1317,Tritanium Prospecting Array 1 Blueprint,,0E-10,0.0100000000,0E-10,1,4,350000000.0000,1,2014,26735,None,0
82607,1317,Tritanium Prospecting Array 2 Blueprint,,0E-10,0.0100000000,0E-10,1,4,575000000.0000,1,2014,26736,None,0
82609,4768,Placeholder Sov Hub Upgrade 4,,1000.0000000000,200000.0000000000,0E-10,1,None,150000000.0000,0,None,3952,None,0
82622,1317,Placeholder Sov Hub Upgrade 4 Blueprint,,0E-10,0.0100000000,0E-10,1,4,150000000.0000,0,None,3952,None,0
82941,1324,Standup Metenox Moon Drill,"The Standup Metenox Moon Drill is a service module that extracts and refines valuable moon materials from a nearby moon.

This service module is automatically included built-in to every Upwell <a href=showinfo:81826>Metenox Moon Drill</a>, and cannot be removed from that structure.

Standup is a proprietary system that uses a Structure Autonomous Nanoassembly Device (Upwell) containing integrated template software, a nanoassembler array and sufficient nanomass to enable the construction of a variety of service modules, structure modules and structure rigs when inserted into the appropriate slots on a structure built with Upwell technology.",500.0000000000,1000000.0000000000,0E-10,1,None,None,0,None,21774,None,0
82957,4726,Plasmic Hepatizon Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26069,None,0
82958,4726,Antiquarian Brass Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26087,None,0
82959,4726,Flaylock Steel Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26118,None,0
82960,4726,Entropic Alloy Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26119,None,0
82961,4726,Polished Iron Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26120,None,0
82962,4726,Sefrim Gold Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26121,None,0
82963,4726,Neon Foil Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26122,None,0
82964,4726,Poisoned Edge Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26123,None,0
82965,4726,Silver Rose Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26124,None,0
82966,4726,Precursor Plate Metallic - Limited,"A license for the single use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26125,None,0
83060,4726,Plasmic Hepatizon Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26069,None,0
83061,4726,Antiquarian Brass Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26087,None,0
83062,4726,Flaylock Steel Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26118,None,0
83063,4726,Entropic Alloy Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26119,None,0
83064,4726,Polished Iron Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26120,None,0
83065,4726,Sefrim Gold Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26121,None,0
83066,4726,Neon Foil Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26122,None,0
83067,4726,Poisoned Edge Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26123,None,0
83068,4726,Silver Rose Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26124,None,0
83069,4726,Precursor Plate Metallic - Unlimited,"A license for the unlimited use of a metallic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this metallic nanocoating has not been bound, allowing for its unlimited use. However, every time you sequence a design using this metallic you must provide <a href=showinfo:81349>Fermionic Sequencer</a> to bind the unique SKIN licenses you are producing.",0E-10,0.1000000000,0E-10,1,None,None,1,3632,26125,None,0
83094,275,Capital Jump Portal Generation,"Skill for the generation of jump portals to distant solar systems. 

100% increase to the maximum number of ships that can be moved with a capital ship conduit jump per level. ",0E-10,0.0100000000,0E-10,1,4,250000000.0000,1,374,33,None,0
83201,4726,Oceanic Serpent Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26139,None,0
83202,4726,Azure Skies Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26140,None,0
83203,4726,Zakura Cherry Pink Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26141,None,0
83204,4726,Suppressed Lavender Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26142,None,0
83205,4726,Dark Abyss Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26143,None,0
83206,4726,Electric Dreams Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26144,None,0
83207,4726,Deep Void Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26145,None,0
83208,4726,Sacred Stone Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26146,None,0
83209,4726,Stellar White Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26147,None,0
83210,4726,Callie After Dark Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26148,None,0
83211,4726,Sani Crimson Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26149,None,0
83212,4726,Boosted Mint Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26150,None,0
83213,4726,Gelidus Aqua Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26151,None,0
83214,4726,Planetfall Green Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26152,None,0
83215,4726,Industrial Lux Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26153,None,0
83216,4726,Emerald Boulevard Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26154,None,0
83217,4726,Argon Heat Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26155,None,0
83218,4726,Elder's Bone Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26156,None,0
83219,4726,Synthetic Mocha Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26157,None,0
83220,4726,Zento Legacy Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26158,None,0
83221,4726,Imperial Plum Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26159,None,0
83222,4726,Isotopic Iodide Matte - Limited,"A license for the single use of a basic nanocoating in SKIN sequencing, once activated and inside your SKINR collection.

The digital sequence of this nanocating has been bound, and though it can only be used once no sequence binders are required when it is consumed in the sequencing of a SKIN license.",0E-10,0.1000000000,0E-10,1,None,None,1,3653,26160,None,0
